city,zipcode,avg_house_price,number_of_schools,population,poverty_count,median_household_income,poverty_rate
Durham,27705,189400.2953736655,5,49019.0,7336.0,52256.0,14.965625573757116
Durham,27707,168111.8896797153,15,51168.0,8112.0,51851.0,15.853658536585366
Durham,27712,174228.5765124555,6,21100.0,1024.0,83418.0,4.853080568720379
Durham,27713,184610.40925266905,5,54621.0,6305.0,74077.0,11.543179363248568
East Bend,27018,132665.04,5,7714.0,850.0,45714.0,11.018926626912108
East Flat Rock,28726,150124.27040816325,3,3219.0,272.0,36054.0,8.449829139484311
Eden,27288,96721.57439446366,7,23689.0,4768.0,37384.0,20.12748533074423
Efland,27243,167813.48535564853,2,4431.0,276.0,66975.0,6.2288422477995935
Elizabeth City,27909,150215.40322580645,12,39515.0,5999.0,48277.0,15.181576616474757
Elkin,28621,109245.32374100719,4,10499.0,1835.0,47034.0,17.477855033812745
Ellenboro,28040,87105.42517006803,1,7738.0,1283.0,38957.0,16.580511760144738
Ellerbe,28338,76776.40983606558,2,4663.0,530.0,45260.0,11.366073343341197
Elm City,27822,109162.15849056604,4,8459.0,1215.0,47181.0,14.363399929069631
Elon,27244,150062.84353741497,4,15535.0,2031.0,57511.0,13.073704538139685
Enfield,27823,47664.76425855514,3,7890.0,2148.0,31951.0,27.224334600760457
Erwin,28339,83378.93548387097,3,7357.0,1380.0,40464.0,18.7576457795297
Etowah,28729,215792.70256410257,1,3271.0,120.0,52702.0,3.668602873738918
Fairmont,28340,58573.5,5,9657.0,2775.0,30026.0,28.735632183908045
Fairview,28730,259515.9962406015,1,9248.0,649.0,62995.0,7.017733564013841
Farmville,27828,106026.53804347826,4,9489.0,2519.0,37305.0,26.546527558225314
Fayetteville,28301,61919.8231292517,15,17600.0,6167.0,26261.0,35.03977272727273
Fayetteville,28303,104724.90476190476,9,29414.0,5981.0,39896.0,20.333854627048346
Fayetteville,28304,91304.9387755102,15,36404.0,6624.0,48358.0,18.195802659048457
Fayetteville,28305,129781.05782312925,4,5705.0,811.0,50020.0,14.215600350569677
Fayetteville,28306,114846.86054421769,11,41944.0,7119.0,51597.0,16.972630173564752
Fayetteville,28311,108021.76530612246,6,35641.0,5681.0,47534.0,15.939507870149546
Fayetteville,28312,114104.6156462585,4,19196.0,3435.0,44683.0,17.894352990206293
Fayetteville,28314,103629.91496598639,6,58110.0,9818.0,47873.0,16.89554293581139
Ferguson,28624,199964.44268774704,1,1339.0,300.0,32432.0,22.404779686333086
Flat Rock,28731,234623.53543307088,2,8354.0,792.0,55611.0,9.480488388795786
Fletcher,28732,201334.66296296296,2,17479.0,1305.0,59993.0,7.466102179758567
Forest City,28043,84677.05442176871,7,21075.0,5102.0,35484.0,24.208778173190986
Fort Bragg,28307,70409.51851851853,5,17830.0,1757.0,40559.0,9.854178351093662
Four Oaks,27524,126946.69485294117,3,13916.0,2157.0,48052.0,15.500143719459613
Franklinton,27525,138326.59863945577,5,14323.0,2295.0,51570.0,16.02317950150108
Franklinville,27248,112942.31578947368,2,4249.0,396.0,44832.0,9.319839962344082
Fremont,27830,86480.16666666667,2,4841.0,834.0,44366.0,17.227845486469736
Fuquay Varina,27526,177953.54513888888,6,47425.0,4218.0,76880.0,8.894043226146547
Garner,27529,162528.7142857143,12,48833.0,5650.0,60801.0,11.570044846722503
Gaston,27832,69458.7327586207,5,3001.0,507.0,36089.0,16.89436854381873
Gastonia,28052,91542.23443223443,13,35302.0,9109.0,36243.0,25.80307064755538
Gastonia,28054,121015.6336996337,7,37335.0,5830.0,43422.0,15.615374313646713
Gastonia,28056,141845.9597069597,5,34401.0,4085.0,63563.0,11.87465480654632
Gates,27937,112500.17486338798,1,4546.0,629.0,56523.0,13.836339639243292
Gatesville,27938,95901.44198895028,3,1261.0,47.0,47273.0,3.7272006344171293
Germanton,27019,130451.47278911565,1,4139.0,267.0,57075.0,6.45083353467021
Gibson,28343,53997.28571428572,1,1404.0,315.0,39531.0,22.435897435897438
Gibsonville,27249,135029.77210884355,3,12447.0,1961.0,54516.0,15.754800353498835
Gold Hill,28071,152500.63605442178,1,2649.0,412.0,43551.0,15.553038882597207
Goldsboro,27530,108888.07482993197,14,38865.0,9883.0,36283.0,25.42904927312492
Goldsboro,27534,124316.6530612245,8,32233.0,3971.0,48270.0,12.31967238544349
Graham,27253,156045.9393939394,11,30544.0,5421.0,44902.0,17.748166579360923
Granite Falls,28630,117855.33454545455,6,20007.0,3167.0,50190.0,15.829459689108813
Greensboro,27301,138719.3469387755,4,8826.0,734.0,62490.0,8.316338092000906
Greensboro,27401,94780.47278911565,11,22105.0,4033.0,35153.0,18.24474100882153
Greensboro,27403,120808.47278911565,4,22569.0,5026.0,45566.0,22.269484691390844
Greensboro,27405,105227.30952380953,12,48990.0,12116.0,36462.0,24.731577873035313
Greensboro,27406,111167.91156462584,17,63465.0,14973.0,41097.0,23.592531316473647
Greensboro,27407,119839.28571428571,7,50288.0,8412.0,48127.0,16.727648743238944
Greensboro,27408,154445.43537414967,7,18090.0,1797.0,63965.0,9.933665008291873
Greensboro,27409,142447.00340136053,3,17532.0,2237.0,41455.0,12.759525439196898
Greensboro,27410,167749.10204081633,12,55519.0,4518.0,65755.0,8.137754642554802
Greensboro,27455,149885.2925170068,6,29020.0,1968.0,73263.0,6.7815299793246036
Greenville,27834,108743.18378378378,10,56458.0,15413.0,36360.0,27.299939778242234
Greenville,27858,141921.32994923857,9,59652.0,15047.0,44751.0,25.224636223429226
Grifton,28530,86813.96739130435,1,6457.0,1111.0,36357.0,17.206132879045995
Grimesland,27837,141698.20812182743,1,6463.0,1118.0,70453.0,17.298468203620608
Grover,28073,102260.15986394558,1,5366.0,836.0,39971.0,15.579575102497204
Halifax,27839,55844.955823293174,2,3503.0,406.0,31051.0,11.590065658007422
Hamlet,28345,64612.80952380953,5,12107.0,3188.0,34918.0,26.33187412240852
Hampstead,28443,241056.5,5,22138.0,1933.0,64317.0,8.731592736471226
Hamptonville,27020,125511.4698275862,1,5717.0,990.0,39012.0,17.316774532097252
Harkers Island,28531,243556.3401360544,1,1361.0,181.0,51111.0,13.299044819985307
Harmony,28634,140449.5129310345,1,5230.0,1047.0,46447.0,20.019120458891013
Harrisburg,28075,185205.32993197278,4,18621.0,827.0,99075.0,4.441222275925031
Havelock,28532,118365.54081632652,9,22205.0,2741.0,50634.0,12.344066651655032
Haw River,27258,170831.77272727274,1,7011.0,862.0,47336.0,12.294965054913707
Hays,28635,85304.50522648083,2,3162.0,637.0,29599.0,20.14547754585705
Henderson,27536,62514.80612244898,7,16421.0,4882.0,29021.0,29.730223494306074
Henderson,27537,95976.74489795919,11,24578.0,4936.0,42363.0,20.08300105785662
Hendersonville,28739,240794.04591836734,1,21474.0,2160.0,53965.0,10.05867560771165
Hendersonville,28791,219384.85204081633,5,14954.0,1160.0,53964.0,7.757121840310285
Hendersonville,28792,174779.61965811966,9,34945.0,5441.0,45629.0,15.570181714122192
Hertford,27944,243829.96153846153,2,11969.0,1862.0,46240.0,15.556855209290669
Hertford,27980,96273.27380952382,1,1758.0,67.0,47946.0,3.8111490329920366
Hickory,28601,134167.13605442178,12,51706.0,6977.0,50821.0,13.493598421846595
Hickory,28602,125490.57823129251,5,29105.0,4340.0,47493.0,14.911527228998454
Hiddenite,28636,116153.44690265486,2,5013.0,922.0,43810.0,18.392180331139038
High Point,27235,176973.09863945577,1,4557.0,147.0,89214.0,3.225806451612903
High Point,27260,72571.80612244898,6,25761.0,8719.0,27361.0,33.84573580218159
High Point,27262,105458.74489795919,9,24379.0,5009.0,39276.0,20.546371877435497
High Point,27265,134711.01700680272,9,50139.0,4609.0,60518.0,9.192445002891962
High Point,27282,152489.62925170068,7,17835.0,1576.0,68967.0,8.836557331090553
Hillsborough,27278,193619.9715302491,12,26054.0,2705.0,71657.0,10.382282950794504
Holden Beach,28462,249273.67307692306,2,12659.0,1842.0,41243.0,14.550912394343946
Hollister,27844,55438.87890625,2,2955.0,866.0,28170.0,29.306260575296108
Holly Springs,27540,193293.52083333334,7,37520.0,1668.0,102268.0,4.445628997867804
Hope Mills,28348,113297.0,10,35673.0,4681.0,53090.0,13.121968996159561
Hot Springs,28743,157852.043715847,1,1987.0,580.0,38018.0,29.1897332662305
Hubert,28539,143764.85863874346,1,15623.0,2282.0,52782.0,14.606669653715675
Hudson,28638,111694.37818181819,6,11698.0,2024.0,41701.0,17.30210292357668
Huntersville,28078,189825.43537414967,12,60107.0,2987.0,95874.0,4.969471109854093
Hurdle Mills,27541,169690.4319727891,1,3718.0,548.0,64038.0,14.739107046799354
Indian Trail,28079,168874.84814814816,7,36737.0,2317.0,78407.0,6.306992949887034
Iron Station,28080,142663.03401360544,2,7941.0,1505.0,53811.0,18.952273013474375
Ivanhoe,28478,90672.06060606061,1,5114.0,728.0,39906.0,14.235432147047323
Jackson,27845,62222.82666666667,1,2876.0,598.0,33750.0,20.792767732962446
Jacksonville,28540,124658.63274336283,13,48775.0,7251.0,49970.0,14.86622245002563
Jacksonville,28546,126480.05286343613,10,46338.0,5525.0,46758.0,11.923259527817343
Jarvisburg,27947,166836.0390625,1,1431.0,60.0,50417.0,4.1928721174004195
Jonesville,28642,85592.49454545455,1,5890.0,1305.0,38750.0,22.156196943972837
Kannapolis,28081,128270.60204081633,5,27557.0,5044.0,49743.0,18.303879232137025
Kannapolis,28083,116159.0612244898,5,25540.0,3610.0,48103.0,14.13469068128426
Kenly,27542,110701.79411764706,2,9953.0,1896.0,46332.0,19.049532804179645
Kernersville,27284,144757.9455782313,14,54413.0,6184.0,61071.0,11.364931174535498
Kill Devil Hills,27948,247084.41580756014,3,11118.0,1110.0,57445.0,9.983810037776578
King,27021,120414.08163265306,6,17539.0,2407.0,50123.0,13.72370146530589
Kings Mountain,28086,110162.41156462584,7,25037.0,4397.0,42571.0,17.562008227822822
Kinston,28501,53448.766355140186,6,18334.0,5857.0,30053.0,31.946111050507252
Kinston,28504,97929.97663551402,6,21852.0,3816.0,47856.0,17.462932454695224
Kittrell,27544,129695.6043956044,1,5027.0,890.0,56382.0,17.704396260194947
Kitty Hawk,27949,313526.23024054983,1,7532.0,331.0,78191.0,4.394583112055231
Knightdale,27545,147609.87414965985,5,27186.0,1815.0,63683.0,6.676230412712425
Knotts Island,27950,179451.95918367346,1,2073.0,252.0,58821.0,12.156295224312592
La Grange,28551,99167.94897959183,3,15104.0,2366.0,37293.0,15.664724576271185
Lake Lure,28746,249824.54761904763,1,2371.0,140.0,60400.0,5.904681568958246
Lake Lure,28756,154966.2159090909,3,4715.0,264.0,49452.0,5.59915164369035
Lake Toxaway,28747,320220.08196721313,1,2243.0,397.0,36653.0,17.699509585376727
Landis,28088,151434.97647058824,2,2746.0,373.0,53949.0,13.58339402767662
Laurel Hill,28351,61692.61224489796,2,4698.0,873.0,36949.0,18.582375478927204
Laurinburg,28352,72633.74489795919,10,25760.0,6870.0,33657.0,26.669254658385093
Lawsonville,27022,119753.416,2,1099.0,50.0,41078.0,4.549590536851683
Leicester,28748,203592.92537313432,1,12613.0,1974.0,46075.0,15.650519305478475
Leland,28451,187134.22596153847,5,33435.0,4738.0,55357.0,14.170779123672798
Lenoir,28645,102876.54044117648,13,46604.0,8246.0,38697.0,17.693760192258175
Lewisville,27023,165426.2993197279,1,13088.0,911.0,75208.0,6.96057457212714
Lexington,27292,111749.43197278911,16,39649.0,7520.0,41315.0,18.966430426996897
Lexington,27295,129700.15986394558,11,38511.0,5256.0,49195.0,13.648048609488198
Liberty,27298,139834.37074829932,3,10052.0,1586.0,45095.0,15.777954635893355
Lillington,27546,149110.1505376344,5,21313.0,3777.0,48737.0,17.72157837939286
Lincolnton,28092,123121.45238095238,15,39710.0,7532.0,47971.0,18.967514479979855
Linden,28356,136058.2619047619,1,4890.0,392.0,67609.0,8.01635991820041
Littleton,27850,166732.97278911565,2,7244.0,987.0,42176.0,13.625069022639424
Locust,28097,161062.1462585034,2,6074.0,628.0,57782.0,10.339150477444846
Louisburg,27549,138447.92972972972,8,25645.0,4465.0,47667.0,17.410801325794502
Lowell,28098,120262.33333333333,2,3629.0,747.0,51206.0,20.584182970515293
Lowgap,27024,128342.01086956522,1,3148.0,557.0,41161.0,17.69377382465057
Lucama,27851,108774.75409836066,2,5356.0,892.0,48547.0,16.654219566840926
Lumber Bridge,28357,76686.54273504273,2,2682.0,738.0,32060.0,27.516778523489933
Lumberton,28358,87087.31818181818,13,38760.0,10467.0,37858.0,27.004643962848295
Lumberton,28360,100851.07575757576,3,14931.0,3443.0,37608.0,23.0594066037104
Madison,27025,122011.28321678322,4,11387.0,1287.0,47147.0,11.302362343022745
Maiden,28650,127492.36394557822,4,11106.0,1458.0,50092.0,13.12803889789303
Manteo,27954,259761.30927835053,3,7389.0,372.0,52626.0,5.034510759236703
Marion,28752,115808.66666666667,11,30591.0,4972.0,41632.0,16.25314635023373
Mars Hill,28754,196738.87074829932,2,10138.0,1781.0,45428.0,17.56756756756757
Marshall,28753,172722.3208955224,4,9937.0,1411.0,40883.0,14.199456576431519
Marshville,28103,142198.81412639405,4,11397.0,1096.0,55116.0,9.616565762920066
Matthews,28105,172119.81292517006,9,45786.0,3056.0,75329.0,6.674529332110252
Maxton,28364,53049.83984375,4,15183.0,4610.0,33462.0,30.36290588157808
Mayodan,27027,102813.46503496503,1,4382.0,889.0,32183.0,20.287539936102235
Maysville,28555,125627.5023255814,2,4767.0,1124.0,47527.0,23.578770715334592
Mc Adenville,28101,221448.61194029852,1,826.0,71.0,60294.0,8.595641646489103
Mebane,27302,151754.33333333334,7,31331.0,4022.0,56230.0,12.837126168970029
Micro,27555,112502.43542435425,1,672.0,193.0,30833.0,28.720238095238095
Middlesex,27557,104296.95108695653,1,7558.0,1492.0,43098.0,19.74067213548558
Midland,28107,180117.59863945577,1,7380.0,616.0,70086.0,8.346883468834688
Millers Creek,28651,121606.92517006803,2,7419.0,1829.0,35919.0,24.65291818304354
Mills River,28759,219235.70631970261,2,7488.0,547.0,63547.0,7.305021367521368
Minnesott Beach,28510,226101.4649122807,1,1503.0,77.0,57381.0,5.123087159015303
Mint Hill,28227,137415.54081632654,8,55769.0,6836.0,57752.0,12.257705893955423
Misenheimer,28109,91735.11904761905,1,340.0,5.0,-666666666.0,1.4705882352941175
Mocksville,27028,143901.57671957673,9,26044.0,4497.0,48167.0,17.2669328828137
Moncure,27559,211565.6523297491,1,2225.0,153.0,68264.0,6.876404494382022
Monroe,28110,153629.2888888889,13,53520.0,7503.0,57969.0,14.019058295964125
Monroe,28112,147043.90706319702,10,26999.0,3806.0,52745.0,14.096818400681506
Mooresboro,28114,75687.4693877551,1,7139.0,1588.0,38944.0,22.24401176635383
Mooresville,28115,161495.54448398575,12,37023.0,3765.0,62252.0,10.169354185236203
Mooresville,28117,243635.28624535317,7,39278.0,2376.0,85591.0,6.0491878405214115
Moravian Falls,28654,119212.375,2,3100.0,261.0,45081.0,8.419354838709678
Morehead City,28557,194246.37414965985,6,15204.0,1663.0,54528.0,10.937911076032623
Morrisville,27560,207883.24829931973,3,32801.0,2020.0,93440.0,6.158348830828329
Mount Airy,27030,109687.72330097087,11,35843.0,6440.0,36859.0,17.967246045252907
Mount Airy,27053,119913.67659574468,2,2973.0,345.0,44967.0,11.60443995963673
Mount Holly,28120,144768.67399267398,5,21119.0,2111.0,56234.0,9.99573843458497
Mount Olive,28365,74175.20408163265,4,16886.0,5103.0,44209.0,30.220300840933316
Mount Pleasant,28124,157223.193877551,3,6192.0,514.0,59167.0,8.301033591731265
Mount Ulla,28125,186652.816091954,2,2262.0,161.0,63603.0,7.117595048629531
Moyock,27958,205796.70408163266,2,10988.0,745.0,84575.0,6.780123771386967
Nags Head,27959,295131.26804123714,2,2908.0,238.0,58803.0,8.184319119669876
Nashville,27856,140401.19487179487,3,16488.0,2308.0,52729.0,13.998059194565746
Nebo,28761,189477.30392156861,1,7671.0,1145.0,37889.0,14.926345978360056
New Bern,28560,125977.08843537416,5,27590.0,5108.0,46133.0,18.51395433127945
New Bern,28562,158148.24829931973,8,38598.0,3744.0,57592.0,9.699984455153118
Newport,28570,157197.17006802722,5,21590.0,2585.0,51569.0,11.973135710977305
Newton,28658,118865.09863945578,9,27479.0,3471.0,46977.0,12.63146402707522
North Wilkesboro,28659,91023.04761904762,4,21229.0,5178.0,33832.0,24.391163031701918
Norwood,28128,122880.87074829932,4,7056.0,883.0,45689.0,12.514172335600907
Oak Ridge,27310,214474.53401360544,1,7290.0,153.0,117039.0,2.0987654320987654
Oakboro,28129,136319.36394557822,2,5287.0,433.0,50609.0,8.189899754113863
Old Fort,28762,138556.96376811594,1,6958.0,1546.0,37845.0,22.219028456453003
Olin,28660,179882.3407079646,2,1878.0,162.0,45165.0,8.626198083067091
Orrum,28369,65473.69696969697,1,2865.0,764.0,29848.0,26.666666666666668
Oxford,27565,132283.92176870749,10,25375.0,3947.0,47056.0,15.554679802955665
Parkton,28371,91475.77210884354,1,7249.0,1331.0,50523.0,18.361153262518968
