city,zipcode,avg_house_price,number_of_schools,population,poverty_count,median_household_income,poverty_rate
Dunn,28334,219311.27027027027,7,24780.0,6009.0,36751.0,24.249394673123486
Durham,27701,289522.2775800712,8,22849.0,6448.0,36606.0,28.220053394021622
Durham,27703,263706.2277580071,13,51163.0,7943.0,60438.0,15.524891034536678
Durham,27704,192586.7153024911,12,39281.0,8620.0,46720.0,21.9444515160001
Durham,27705,412128.74021352315,5,49019.0,7336.0,52256.0,14.965625573757116
Durham,27707,419340.06761565834,15,51168.0,8112.0,51851.0,15.853658536585366
Durham,27712,307278.61921708187,6,21100.0,1024.0,83418.0,4.853080568720379
Durham,27713,341627.63799283153,5,54621.0,6305.0,74077.0,11.543179363248568
East Bend,27018,244747.02666666667,5,7714.0,850.0,45714.0,11.018926626912108
Eden,27288,159394.2698961938,7,23689.0,4768.0,37384.0,20.12748533074423
Efland,27243,402275.58158995816,2,4431.0,276.0,66975.0,6.2288422477995935
Elizabeth City,27909,246220.9180327869,12,39515.0,5999.0,48277.0,15.181576616474757
Elkin,28621,203356.84444444443,4,10499.0,1835.0,47034.0,17.477855033812745
Ellenboro,28040,142849.9693877551,1,7738.0,1283.0,38957.0,16.580511760144738
Elm City,27822,210560.00512820514,4,8459.0,1215.0,47181.0,14.363399929069631
Elon,27244,382672.9319727891,4,15535.0,2031.0,57511.0,13.073704538139685
Enfield,27823,58170.598639455784,3,7890.0,2148.0,31951.0,27.224334600760457
Erwin,28339,155995.4043715847,3,7357.0,1380.0,40464.0,18.7576457795297
Etowah,28729,328403.2041884817,1,3271.0,120.0,52702.0,3.668602873738918
Fairmont,28340,108974.77272727272,5,9657.0,2775.0,30026.0,28.735632183908045
Fairview,28730,520867.0111111111,1,9248.0,649.0,62995.0,7.017733564013841
Farmville,27828,189410.5519125683,4,9489.0,2519.0,37305.0,26.546527558225314
Fayetteville,28301,119702.85034013605,15,17600.0,6167.0,26261.0,35.03977272727273
Fayetteville,28303,365499.57823129254,9,29414.0,5981.0,39896.0,20.333854627048346
Fayetteville,28304,224399.8605442177,15,36404.0,6624.0,48358.0,18.195802659048457
Fayetteville,28305,404620.4013605442,4,5705.0,811.0,50020.0,14.215600350569677
Fayetteville,28306,272993.5612244898,11,41944.0,7119.0,51597.0,16.972630173564752
Fayetteville,28311,275769.22789115645,6,35641.0,5681.0,47534.0,15.939507870149546
Fayetteville,28312,251026.16666666666,4,19196.0,3435.0,44683.0,17.894352990206293
Fayetteville,28314,225337.96598639456,6,58110.0,9818.0,47873.0,16.89554293581139
Flat Rock,28731,467258.92346938775,2,8354.0,792.0,55611.0,9.480488388795786
Fletcher,28732,447455.44150943396,2,17479.0,1305.0,59993.0,7.466102179758567
Forest City,28043,142525.9693877551,7,21075.0,5102.0,35484.0,24.208778173190986
Four Oaks,27524,190847.39338235295,3,13916.0,2157.0,48052.0,15.500143719459613
Franklinton,27525,259427.63978494622,5,14323.0,2295.0,51570.0,16.02317950150108
Fremont,27830,165581.30722891566,2,4841.0,834.0,44366.0,17.227845486469736
Fuquay Varina,27526,295813.52040816325,6,47425.0,4218.0,76880.0,8.894043226146547
Garner,27529,265820.612244898,12,48833.0,5650.0,60801.0,11.570044846722503
Gaston,27832,287242.16071428574,5,3001.0,507.0,36089.0,16.89436854381873
Gastonia,28052,155782.97435897434,13,35302.0,9109.0,36243.0,25.80307064755538
Gastonia,28054,214758.92857142858,7,37335.0,5830.0,43422.0,15.615374313646713
Gastonia,28056,294733.68888888886,5,34401.0,4085.0,63563.0,11.87465480654632
Gates,27937,124588.70491803279,1,4546.0,629.0,56523.0,13.836339639243292
Gatesville,27938,146493.69696969696,3,1261.0,47.0,47273.0,3.7272006344171293
Germanton,27019,240513.74390243902,1,4139.0,267.0,57075.0,6.45083353467021
Gibsonville,27249,221621.41156462586,3,12447.0,1961.0,54516.0,15.754800353498835
Gold Hill,28071,376522.78985507245,1,2649.0,412.0,43551.0,15.553038882597207
Goldsboro,27530,191305.92517006802,14,38865.0,9883.0,36283.0,25.42904927312492
Goldsboro,27534,224249.78911564627,8,32233.0,3971.0,48270.0,12.31967238544349
Graham,27253,254246.0,11,30544.0,5421.0,44902.0,17.748166579360923
Granite Falls,28630,286306.171875,6,20007.0,3167.0,50190.0,15.829459689108813
Greensboro,27301,189613.21768707482,4,8826.0,734.0,62490.0,8.316338092000906
Greensboro,27401,211173.41836734695,11,22105.0,4033.0,35153.0,18.24474100882153
Greensboro,27403,296704.3911564626,4,22569.0,5026.0,45566.0,22.269484691390844
Greensboro,27405,182440.27551020408,12,48990.0,12116.0,36462.0,24.731577873035313
Greensboro,27406,239892.87074829932,17,63465.0,14973.0,41097.0,23.592531316473647
Greensboro,27407,379329.3095238095,7,50288.0,8412.0,48127.0,16.727648743238944
Greensboro,27408,538408.0363636364,7,18090.0,1797.0,63965.0,9.933665008291873
Greensboro,27409,281516.5238095238,3,17532.0,2237.0,41455.0,12.759525439196898
Greensboro,27410,343755.9761904762,12,55519.0,4518.0,65755.0,8.137754642554802
Greensboro,27455,427417.8231292517,6,29020.0,1968.0,73263.0,6.7815299793246036
Greenville,27834,291570.9135135135,10,56458.0,15413.0,36360.0,27.299939778242234
Greenville,27858,330147.09137055837,9,59652.0,15047.0,44751.0,25.224636223429226
Grifton,28530,139584.89671361502,1,6457.0,1111.0,36357.0,17.206132879045995
Grimesland,27837,352353.807106599,1,6463.0,1118.0,70453.0,17.298468203620608
Grover,28073,159933.91156462586,1,5366.0,836.0,39971.0,15.579575102497204
Halifax,27839,179307.9090909091,2,3503.0,406.0,31051.0,11.590065658007422
Hamlet,28345,106082.07428571429,5,12107.0,3188.0,34918.0,26.33187412240852
Hampstead,28443,343892.63440860214,5,22138.0,1933.0,64317.0,8.731592736471226
Hamptonville,27020,202277.7747035573,1,5717.0,990.0,39012.0,17.316774532097252
Harkers Island,28531,351332.68076923076,1,1361.0,181.0,51111.0,13.299044819985307
Harmony,28634,189686.85931558936,1,5230.0,1047.0,46447.0,20.019120458891013
Harrisburg,28075,326710.4183673469,4,18621.0,827.0,99075.0,4.441222275925031
Havelock,28532,165438.2993197279,9,22205.0,2741.0,50634.0,12.344066651655032
Haw River,27258,243815.39393939395,1,7011.0,862.0,47336.0,12.294965054913707
Henderson,27536,130920.28571428571,7,16421.0,4882.0,29021.0,29.730223494306074
Henderson,27537,212514.4619047619,11,24578.0,4936.0,42363.0,20.08300105785662
Hendersonville,28739,436275.8402061856,1,21474.0,2160.0,53965.0,10.05867560771165
Hendersonville,28791,337780.3762886598,5,14954.0,1160.0,53964.0,7.757121840310285
Hendersonville,28792,240979.33163265305,9,34945.0,5441.0,45629.0,15.570181714122192
Hertford,27944,284688.1111111111,2,11969.0,1862.0,46240.0,15.556855209290669
Hertford,27980,218679.60606060605,1,1758.0,67.0,47946.0,3.8111490329920366
Hickory,28601,329182.1666666667,12,51706.0,6977.0,50821.0,13.493598421846595
Hickory,28602,162397.6224489796,5,29105.0,4340.0,47493.0,14.911527228998454
High Point,27235,299859.768707483,1,4557.0,147.0,89214.0,3.225806451612903
High Point,27260,103647.58163265306,6,25761.0,8719.0,27361.0,33.84573580218159
High Point,27262,329233.9761904762,9,24379.0,5009.0,39276.0,20.546371877435497
High Point,27265,270049.34013605444,9,50139.0,4609.0,60518.0,9.192445002891962
High Point,27282,297794.57482993195,7,17835.0,1576.0,68967.0,8.836557331090553
Hildebran,28637,143846.01515151514,1,1734.0,429.0,40880.0,24.74048442906574
Hillsborough,27278,368927.79359430604,12,26054.0,2705.0,71657.0,10.382282950794504
Holden Beach,28462,741347.8461538461,2,12659.0,1842.0,41243.0,14.550912394343946
Hollister,27844,103154.45454545454,2,2955.0,866.0,28170.0,29.306260575296108
Holly Springs,27540,365970.0068259386,7,37520.0,1668.0,102268.0,4.445628997867804
Hope Mills,28348,230397.92176870749,10,35673.0,4681.0,53090.0,13.121968996159561
Hubert,28539,242930.50230414746,1,15623.0,2282.0,52782.0,14.606669653715675
Hudson,28638,160684.6106870229,6,11698.0,2024.0,41701.0,17.30210292357668
Huntersville,28078,340028.9829931973,12,60107.0,2987.0,95874.0,4.969471109854093
Hurdle Mills,27541,301187.6909090909,1,3718.0,548.0,64038.0,14.739107046799354
Indian Trail,28079,275287.3843283582,7,36737.0,2317.0,78407.0,6.306992949887034
Iron Station,28080,456179.2957746479,2,7941.0,1505.0,53811.0,18.952273013474375
Ivanhoe,28478,173974.86956521738,1,5114.0,728.0,39906.0,14.235432147047323
Jackson,27845,78729.04026845637,1,2876.0,598.0,33750.0,20.792767732962446
Jacksonville,28540,220010.2105263158,13,48775.0,7251.0,49970.0,14.86622245002563
Jacksonville,28546,226159.6403508772,10,46338.0,5525.0,46758.0,11.923259527817343
Jarvisburg,27947,316797.84827586205,1,1431.0,60.0,50417.0,4.1928721174004195
Jonesville,28642,103786.77333333333,1,5890.0,1305.0,38750.0,22.156196943972837
Kannapolis,28081,324034.40476190473,5,27557.0,5044.0,49743.0,18.303879232137025
Kannapolis,28083,184938.71088435373,5,25540.0,3610.0,48103.0,14.13469068128426
Kenly,27542,167865.98529411765,2,9953.0,1896.0,46332.0,19.049532804179645
Kernersville,27284,261383.8537414966,14,54413.0,6184.0,61071.0,11.364931174535498
Kill Devil Hills,27948,592818.9861591696,3,11118.0,1110.0,57445.0,9.983810037776578
King,27021,240294.76450511944,6,17539.0,2407.0,50123.0,13.72370146530589
Kings Mountain,28086,208880.2380952381,7,25037.0,4397.0,42571.0,17.562008227822822
Kinston,28501,102663.97196261682,6,18334.0,5857.0,30053.0,31.946111050507252
Kinston,28504,199629.6121495327,6,21852.0,3816.0,47856.0,17.462932454695224
Kittrell,27544,237608.54,1,5027.0,890.0,56382.0,17.704396260194947
Kitty Hawk,27949,587328.7103448276,1,7532.0,331.0,78191.0,4.394583112055231
Knightdale,27545,255432.99317406144,5,27186.0,1815.0,63683.0,6.676230412712425
Knotts Island,27950,325697.19727891154,1,2073.0,252.0,58821.0,12.156295224312592
La Grange,28551,155988.7710280374,3,15104.0,2366.0,37293.0,15.664724576271185
Lake Lure,28746,519661.45634920633,1,2371.0,140.0,60400.0,5.904681568958246
Lake Lure,28756,679100.6118421053,3,4715.0,264.0,49452.0,5.59915164369035
Lake Toxaway,28747,1109451.7686567164,1,2243.0,397.0,36653.0,17.699509585376727
Landis,28088,251603.2,2,2746.0,373.0,53949.0,13.58339402767662
Laurel Hill,28351,107664.95555555556,2,4698.0,873.0,36949.0,18.582375478927204
Laurinburg,28352,190922.9149659864,10,25760.0,6870.0,33657.0,26.669254658385093
Lawsonville,27022,340961.63333333336,2,1099.0,50.0,41078.0,4.549590536851683
Leicester,28748,380456.64925373136,1,12613.0,1974.0,46075.0,15.650519305478475
Leland,28451,340764.4951923077,5,33435.0,4738.0,55357.0,14.170779123672798
Lenoir,28645,202163.625,13,46604.0,8246.0,38697.0,17.693760192258175
Lewisville,27023,410892.9761904762,1,13088.0,911.0,75208.0,6.96057457212714
Lexington,27292,226575.18027210885,16,39649.0,7520.0,41315.0,18.966430426996897
Lexington,27295,240410.7993197279,11,38511.0,5256.0,49195.0,13.648048609488198
Liberty,27298,194652.87719298244,3,10052.0,1586.0,45095.0,15.777954635893355
Lillington,27546,255768.68279569893,5,21313.0,3777.0,48737.0,17.72157837939286
Lincolnton,28092,228948.9248826291,15,39710.0,7532.0,47971.0,18.967514479979855
Linden,28356,268612.2347826087,1,4890.0,392.0,67609.0,8.01635991820041
Littleton,27850,487198.12925170065,2,7244.0,987.0,42176.0,13.625069022639424
Locust,28097,270847.76492537314,2,6074.0,628.0,57782.0,10.339150477444846
Louisburg,27549,244902.4918918919,8,25645.0,4465.0,47667.0,17.410801325794502
Lowell,28098,233847.49681528663,2,3629.0,747.0,51206.0,20.584182970515293
Lowgap,27024,339562.6403508772,1,3148.0,557.0,41161.0,17.69377382465057
Lucama,27851,168654.81976744186,2,5356.0,892.0,48547.0,16.654219566840926
Lumber Bridge,28357,111217.24242424243,2,2682.0,738.0,32060.0,27.516778523489933
Lumberton,28358,185797.81818181818,13,38760.0,10467.0,37858.0,27.004643962848295
Lumberton,28360,174327.5,3,14931.0,3443.0,37608.0,23.0594066037104
Madison,27025,163264.31343283583,4,11387.0,1287.0,47147.0,11.302362343022745
Maiden,28650,194935.28231292518,4,11106.0,1458.0,50092.0,13.12803889789303
Manteo,27954,559781.1275862069,3,7389.0,372.0,52626.0,5.034510759236703
Marion,28752,188981.3725490196,11,30591.0,4972.0,41632.0,16.25314635023373
Mars Hill,28754,312908.6098901099,2,10138.0,1781.0,45428.0,17.56756756756757
Marshall,28753,191465.52459016393,4,9937.0,1411.0,40883.0,14.199456576431519
Marshville,28103,258582.7992565056,4,11397.0,1096.0,55116.0,9.616565762920066
Matthews,28105,351555.5544217687,9,45786.0,3056.0,75329.0,6.674529332110252
Maxton,28364,76665.5,4,15183.0,4610.0,33462.0,30.36290588157808
Mayodan,27027,180921.88505747126,1,4382.0,889.0,32183.0,20.287539936102235
Maysville,28555,188931.39784946237,2,4767.0,1124.0,47527.0,23.578770715334592
Mc Adenville,28101,301946.74666666664,1,826.0,71.0,60294.0,8.595641646489103
Mebane,27302,276465.21768707485,7,31331.0,4022.0,56230.0,12.837126168970029
Middlesex,27557,158375.77435897436,1,7558.0,1492.0,43098.0,19.74067213548558
Midland,28107,310826.4319727891,1,7380.0,616.0,70086.0,8.346883468834688
Millers Creek,28651,152123.68421052632,2,7419.0,1829.0,35919.0,24.65291818304354
Mills River,28759,434470.358974359,2,7488.0,547.0,63547.0,7.305021367521368
Minnesott Beach,28510,213245.3245614035,1,1503.0,77.0,57381.0,5.123087159015303
Mint Hill,28227,313460.50680272107,8,55769.0,6836.0,57752.0,12.257705893955423
Mocksville,27028,314811.0864864865,9,26044.0,4497.0,48167.0,17.2669328828137
Moncure,27559,431792.54347826086,1,2225.0,153.0,68264.0,6.876404494382022
Monroe,28110,282887.3494423792,13,53520.0,7503.0,57969.0,14.019058295964125
Monroe,28112,252902.35687732341,10,26999.0,3806.0,52745.0,14.096818400681506
Mooresboro,28114,96072.83333333333,1,7139.0,1588.0,38944.0,22.24401176635383
Mooresville,28115,276250.22222222225,12,37023.0,3765.0,62252.0,10.169354185236203
Mooresville,28117,445299.6296296296,7,39278.0,2376.0,85591.0,6.0491878405214115
Moravian Falls,28654,104146.24738675958,2,3100.0,261.0,45081.0,8.419354838709678
Morehead City,28557,490945.5170068027,6,15204.0,1663.0,54528.0,10.937911076032623
Morganton,28655,251904.36363636365,18,54594.0,9698.0,43435.0,17.763856834084333
Morrisville,27560,364198.337037037,3,32801.0,2020.0,93440.0,6.158348830828329
Mount Airy,27030,199182.0489130435,11,35843.0,6440.0,36859.0,17.967246045252907
Mount Airy,27053,156935.89795918367,2,2973.0,345.0,44967.0,11.60443995963673
Mount Holly,28120,274251.7655677656,5,21119.0,2111.0,56234.0,9.99573843458497
Mount Olive,28365,144177.0544217687,4,16886.0,5103.0,44209.0,30.220300840933316
Mount Pleasant,28124,271970.35034013604,3,6192.0,514.0,59167.0,8.301033591731265
Mount Ulla,28125,381871.298136646,2,2262.0,161.0,63603.0,7.117595048629531
Moyock,27958,294806.19727891154,2,10988.0,745.0,84575.0,6.780123771386967
Nags Head,27959,595790.7931034482,2,2908.0,238.0,58803.0,8.184319119669876
Nashville,27856,200084.21243523317,3,16488.0,2308.0,52729.0,13.998059194565746
Nebo,28761,416542.0294117647,1,7671.0,1145.0,37889.0,14.926345978360056
New Bern,28560,242932.18027210885,5,27590.0,5108.0,46133.0,18.51395433127945
New Bern,28562,320806.1394557823,8,38598.0,3744.0,57592.0,9.699984455153118
Newport,28570,299359.9881422925,5,21590.0,2585.0,51569.0,11.973135710977305
Newton,28658,213213.17346938775,9,27479.0,3471.0,46977.0,12.63146402707522
North Wilkesboro,28659,138786.4709897611,4,21229.0,5178.0,33832.0,24.391163031701918
Norwood,28128,360162.17346938775,4,7056.0,883.0,45689.0,12.514172335600907
Oak Ridge,27310,449543.3219178082,1,7290.0,153.0,117039.0,2.0987654320987654
Oakboro,28129,286201.57482993195,2,5287.0,433.0,50609.0,8.189899754113863
Old Fort,28762,194653.8725490196,1,6958.0,1546.0,37845.0,22.219028456453003
Olin,28660,289671.30452674895,2,1878.0,162.0,45165.0,8.626198083067091
Oxford,27565,260052.42517006802,10,25375.0,3947.0,47056.0,15.554679802955665
Parkton,28371,206434.65938864628,1,7249.0,1331.0,50523.0,18.361153262518968
Pembroke,28372,142727.4090909091,5,14022.0,3627.0,29399.0,25.866495507060332
Pikeville,27863,231774.66847826086,3,12855.0,1560.0,56724.0,12.135355892648775
Pilot Mountain,27041,244228.1030927835,4,7947.0,1439.0,41771.0,18.107461935321506
Pinehurst,28374,557682.112244898,1,17190.0,443.0,82312.0,2.5770796974985455
Pinetops,27864,61586.64166666667,3,4911.0,871.0,40455.0,17.735695377723477
Pinetown,27865,133306.58,2,2168.0,290.0,63917.0,13.376383763837637
Pineville,28134,304900.93537414965,2,11049.0,1201.0,57047.0,10.869761969408996
Pinnacle,27043,265929.00917431194,2,7094.0,884.0,51510.0,12.461234846349027
Pittsboro,27312,401105.6917562724,4,20368.0,1706.0,72315.0,8.375883739198743
Pleasant Garden,27313,228467.6224489796,1,7134.0,645.0,61914.0,9.04121110176619
Pollocksville,28573,235742.61235955055,1,2053.0,491.0,44083.0,23.9162201656113
Poplar Branch,27965,232925.375,1,693.0,147.0,41250.0,21.21212121212121
Princeton,27569,205270.0701107011,2,7942.0,1380.0,43958.0,17.375975824729288
Raeford,28376,230436.6559139785,11,44328.0,7967.0,49480.0,17.972838837754917
Raleigh,27601,335992.6150793651,6,10445.0,2737.0,36781.0,26.203925323121112
Raleigh,27603,323565.2551020408,6,53803.0,9560.0,64087.0,17.76852591862907
Raleigh,27604,248694.98299319728,6,47761.0,6634.0,58626.0,13.889993928100333
Raleigh,27605,641100.046931408,4,5490.0,725.0,62479.0,13.20582877959927
Raleigh,27606,418025.86734693876,11,46589.0,8967.0,51959.0,19.247032561334223
