city,zipcode,avg_house_price,number_of_schools,population,poverty_count,median_household_income,poverty_rate
Canton,28716,96971.13586956522,5,17807.0,2681.0,49018.0,15.055876902341774
Carolina Beach,28428,177171.76216216217,1,6533.0,603.0,71250.0,9.230062758303994
Carrboro,27510,169348.0418410042,3,15528.0,2471.0,53155.0,15.91318907779495
Cary,27511,219998.85,7,34525.0,3653.0,74339.0,10.580738595220854
Cary,27513,95004.78231292516,7,44821.0,2443.0,92858.0,5.45057004529127
Cary,27519,240143.1559139785,11,55111.0,1916.0,130337.0,3.4766199125401465
Cashiers,28717,290982.4946236559,3,1640.0,240.0,41108.0,14.634146341463413
Castle Hayne,28429,140281.5027027027,3,7525.0,707.0,49346.0,9.395348837209303
Catawba,28609,91692.83805668016,3,5788.0,467.0,59495.0,8.068417415342086
Chapel Hill,27514,202618.48535564853,5,32304.0,3901.0,70849.0,12.075903912828133
Chapel Hill,27516,208153.0,13,41551.0,5747.0,85615.0,13.83119539842603
Chapel Hill,27517,204165.78676470587,5,24092.0,2085.0,84940.0,8.654325087165864
Charlotte,28202,176557.0,4,12745.0,1354.0,90972.0,10.623774029030992
Charlotte,28203,168895.375,2,15946.0,2313.0,81094.0,14.505205067101468
Charlotte,28204,161566.81292517006,3,6725.0,1148.0,61700.0,17.070631970260223
Charlotte,28205,129539.10091743119,11,48539.0,10702.0,49378.0,22.04824986093657
Charlotte,28206,167634.70547945207,6,11919.0,3480.0,31617.0,29.1970802919708
Charlotte,28207,137901.39115646257,2,9539.0,485.0,129886.0,5.08439039731628
Charlotte,28208,86791.02702702703,11,39700.0,9954.0,34925.0,25.073047858942065
Charlotte,28209,134180.45238095237,6,22694.0,2830.0,72535.0,12.47025645545078
Charlotte,28210,85725.98979591837,8,48304.0,5086.0,68692.0,10.529148724743292
Charlotte,28211,143617.9964664311,8,30789.0,3507.0,84366.0,11.390431647666373
Charlotte,28212,51819.10544217687,8,45694.0,11593.0,39439.0,25.370945857224143
Charlotte,28213,67535.86138613861,4,40724.0,8142.0,43984.0,19.993124447500247
Charlotte,28214,75372.5775862069,8,41356.0,5248.0,60837.0,12.68981526259793
Charlotte,28215,95981.46357615895,10,62533.0,10998.0,50305.0,17.587513792717445
Charlotte,28216,82663.08163265306,8,51116.0,7238.0,48647.0,14.159949917833947
Charlotte,28217,67336.33333333333,3,29410.0,6806.0,49230.0,23.141788507310437
Charlotte,28226,98735.24,2,39631.0,2604.0,94492.0,6.570613913350661
Charlotte,28269,116392.23232323233,10,76811.0,5341.0,64803.0,6.953431149184362
Charlotte,28270,98745.0,3,35059.0,1273.0,95224.0,3.6310219915000426
Charlotte,28273,130532.38405797101,10,39483.0,3705.0,63687.0,9.383785426639314
Charlotte,28278,405089.6666666667,4,27286.0,1257.0,90282.0,4.606758044418383
Cherryville,28021,54751.103896103894,4,13991.0,1864.0,45606.0,13.322850403831035
China Grove,28023,84262.74117647059,7,15623.0,2442.0,54626.0,15.63080074249504
Chocowinity,27817,52637.74,3,7773.0,1391.0,50526.0,17.895278528238777
Clayton,27527,110360.31617647059,4,23160.0,1307.0,87313.0,5.643350604490501
Clemmons,27012,80968.38461538461,4,27478.0,1580.0,80045.0,5.750054589125846
Cleveland,27013,167493.48484848486,2,6135.0,871.0,51372.0,14.197229013854932
Climax,27233,93305.25373134328,1,3643.0,168.0,67278.0,4.611583859456491
Clyde,28721,148147.93989071038,4,10152.0,1622.0,46290.0,15.977147360126084
Collettsville,28611,52360.746913580246,1,1162.0,171.0,61810.0,14.716006884681585
Columbia,27925,43228.382352941175,3,3991.0,863.0,37674.0,21.623653219744423
Concord,28025,66441.47583643123,14,54829.0,8376.0,54774.0,15.27658720749968
Concord,28027,81460.75170068027,17,63423.0,4694.0,71067.0,7.40110054712013
Conover,28613,69111.91836734694,5,22233.0,3053.0,54585.0,13.731840057572079
Cooleemee,27014,36236.145569620254,1,854.0,260.0,37143.0,30.44496487119438
Cornelius,28031,103170.73129251701,5,27460.0,2034.0,89823.0,7.407137654770575
Corolla,27927,151579.45454545456,1,932.0,89.0,65795.0,9.549356223175966
Cove City,28523,125615.85333333333,1,2364.0,299.0,62533.0,12.648054145516074
Cramerton,28032,119812.86666666667,1,3296.0,570.0,59071.0,17.29368932038835
Creedmoor,27522,134212.66666666666,7,11861.0,1133.0,65589.0,9.55231430739398
Cullowhee,28723,162275.00537634408,1,11182.0,2562.0,33180.0,22.9118225719907
Currituck,27929,211634.85555555555,1,1711.0,104.0,80185.0,6.078316773816481
Dallas,28034,68825.46468401486,5,17327.0,2486.0,46423.0,14.347550066370404
Danbury,27016,43991.38647342995,1,1395.0,145.0,50263.0,10.39426523297491
Davidson,28036,147217.37362637362,2,17824.0,700.0,117685.0,3.9272890484739675
Denton,27239,121524.59016393442,3,9066.0,1268.0,48091.0,13.986322523714978
Denver,28037,157054.99659863947,6,20110.0,1449.0,75516.0,7.205370462456489
Dobson,27017,83150.15702479339,6,9236.0,1461.0,41201.0,15.818536162841056
Dudley,28333,27601.393333333333,3,11075.0,4797.0,30172.0,43.313769751693
Dunn,28334,72311.02272727272,7,24780.0,6009.0,36751.0,24.249394673123486
Durham,27701,159264.02097902098,8,22849.0,6448.0,36606.0,28.220053394021622
Durham,27703,164671.62633451956,13,51163.0,7943.0,60438.0,15.524891034536678
Durham,27704,145841.50847457626,12,39281.0,8620.0,46720.0,21.9444515160001
Durham,27705,97273.81494661921,5,49019.0,7336.0,52256.0,14.965625573757116
Durham,27707,129850.19928825623,15,51168.0,8112.0,51851.0,15.853658536585366
Durham,27712,121250.48042704626,6,21100.0,1024.0,83418.0,4.853080568720379
East Bend,27018,103547.36,5,7714.0,850.0,45714.0,11.018926626912108
East Flat Rock,28726,95163.15151515152,3,3219.0,272.0,36054.0,8.449829139484311
Eden,27288,29131.363636363636,7,23689.0,4768.0,37384.0,20.12748533074423
Efland,27243,175964.5732217573,2,4431.0,276.0,66975.0,6.2288422477995935
Elkin,28621,71831.00877192983,4,10499.0,1835.0,47034.0,17.477855033812745
Ellenboro,28040,69466.8537549407,1,7738.0,1283.0,38957.0,16.580511760144738
Elm City,27822,64023.510869565216,4,8459.0,1215.0,47181.0,14.363399929069631
Elon,27244,91143.04545454546,4,15535.0,2031.0,57511.0,13.073704538139685
Enfield,27823,19602.89393939394,3,7890.0,2148.0,31951.0,27.224334600760457
Erwin,28339,71928.14285714286,3,7357.0,1380.0,40464.0,18.7576457795297
Fairmont,28340,21350.409090909092,5,9657.0,2775.0,30026.0,28.735632183908045
Fairview,28730,147682.88047808764,1,9248.0,649.0,62995.0,7.017733564013841
Fayetteville,28303,54706.82,9,29414.0,5981.0,39896.0,20.333854627048346
Fayetteville,28304,94341.84615384616,15,36404.0,6624.0,48358.0,18.195802659048457
Fayetteville,28306,90078.05769230769,11,41944.0,7119.0,51597.0,16.972630173564752
Fayetteville,28311,68732.96052631579,6,35641.0,5681.0,47534.0,15.939507870149546
Fayetteville,28312,67491.1726618705,4,19196.0,3435.0,44683.0,17.894352990206293
Ferguson,28624,81957.21428571429,1,1339.0,300.0,32432.0,22.404779686333086
Flat Rock,28731,140581.9030612245,2,8354.0,792.0,55611.0,9.480488388795786
Fletcher,28732,127955.37037037036,2,17479.0,1305.0,59993.0,7.466102179758567
Forest City,28043,46465.054421768706,7,21075.0,5102.0,35484.0,24.208778173190986
Four Oaks,27524,76601.23913043478,3,13916.0,2157.0,48052.0,15.500143719459613
Franklinton,27525,61572.29891304348,5,14323.0,2295.0,51570.0,16.02317950150108
Franklinville,27248,79682.17054263566,2,4249.0,396.0,44832.0,9.319839962344082
Fuquay Varina,27526,126872.03125,6,47425.0,4218.0,76880.0,8.894043226146547
Garner,27529,117301.07823129251,12,48833.0,5650.0,60801.0,11.570044846722503
Gaston,27832,22796.89719626168,5,3001.0,507.0,36089.0,16.89436854381873
Gastonia,28052,55154.64,13,35302.0,9109.0,36243.0,25.80307064755538
Gastonia,28054,75513.5,7,37335.0,5830.0,43422.0,15.615374313646713
Germanton,27019,68857.87407407408,1,4139.0,267.0,57075.0,6.45083353467021
Gibson,28343,19538.28888888889,1,1404.0,315.0,39531.0,22.435897435897438
Gibsonville,27249,86086.51960784313,3,12447.0,1961.0,54516.0,15.754800353498835
Gold Hill,28071,109264.01840490797,1,2649.0,412.0,43551.0,15.553038882597207
Goldsboro,27530,54882.44666666666,14,38865.0,9883.0,36283.0,25.42904927312492
Goldsboro,27534,79557.96644295302,8,32233.0,3971.0,48270.0,12.31967238544349
Graham,27253,77432.71212121213,11,30544.0,5421.0,44902.0,17.748166579360923
Granite Falls,28630,66287.51660516605,6,20007.0,3167.0,50190.0,15.829459689108813
Greensboro,27301,78411.62015503876,4,8826.0,734.0,62490.0,8.316338092000906
Greensboro,27401,87159.72108843537,11,22105.0,4033.0,35153.0,18.24474100882153
Greensboro,27403,78634.36054421769,4,22569.0,5026.0,45566.0,22.269484691390844
Greensboro,27405,53138.79931972789,12,48990.0,12116.0,36462.0,24.731577873035313
Greensboro,27406,65929.66359447004,17,63465.0,14973.0,41097.0,23.592531316473647
Greensboro,27407,75232.85714285714,7,50288.0,8412.0,48127.0,16.727648743238944
Greensboro,27408,115750.80555555556,7,18090.0,1797.0,63965.0,9.933665008291873
Greensboro,27410,64190.04761904762,12,55519.0,4518.0,65755.0,8.137754642554802
Greensboro,27455,88045.6,6,29020.0,1968.0,73263.0,6.7815299793246036
Greenville,27834,64494.72081218274,10,56458.0,15413.0,36360.0,27.299939778242234
Greenville,27858,69108.92972972973,9,59652.0,15047.0,44751.0,25.224636223429226
Grifton,28530,40381.72535211268,1,6457.0,1111.0,36357.0,17.206132879045995
Halifax,27839,38388.78787878788,2,3503.0,406.0,31051.0,11.590065658007422
Hampstead,28443,170358.83870967742,5,22138.0,1933.0,64317.0,8.731592736471226
Harkers Island,28531,210462.57317073172,1,1361.0,181.0,51111.0,13.299044819985307
Harmony,28634,93317.0731707317,1,5230.0,1047.0,46447.0,20.019120458891013
Harrisburg,28075,165295.3188405797,4,18621.0,827.0,99075.0,4.441222275925031
Havelock,28532,92782.20994475138,9,22205.0,2741.0,50634.0,12.344066651655032
Haw River,27258,65542.57575757576,1,7011.0,862.0,47336.0,12.294965054913707
Henderson,27536,20462.80769230769,7,16421.0,4882.0,29021.0,29.730223494306074
Hendersonville,28739,123363.96739130435,1,21474.0,2160.0,53965.0,10.05867560771165
Hendersonville,28791,127976.55172413793,5,14954.0,1160.0,53964.0,7.757121840310285
Hendersonville,28792,113805.46206896551,9,34945.0,5441.0,45629.0,15.570181714122192
Hertford,27944,125973.66666666667,2,11969.0,1862.0,46240.0,15.556855209290669
Hertford,27980,27082.466666666667,1,1758.0,67.0,47946.0,3.8111490329920366
Hickory,28601,65990.085,12,51706.0,6977.0,50821.0,13.493598421846595
Hickory,28602,52596.26315789474,5,29105.0,4340.0,47493.0,14.911527228998454
High Point,27235,79649.376,1,4557.0,147.0,89214.0,3.225806451612903
High Point,27260,35970.604651162794,6,25761.0,8719.0,27361.0,33.84573580218159
High Point,27262,42533.813953488374,9,24379.0,5009.0,39276.0,20.546371877435497
High Point,27265,86097.21768707484,9,50139.0,4609.0,60518.0,9.192445002891962
High Point,27282,70942.72789115646,7,17835.0,1576.0,68967.0,8.836557331090553
Hillsborough,27278,153718.9658119658,12,26054.0,2705.0,71657.0,10.382282950794504
Holden Beach,28462,91927.31884057971,2,12659.0,1842.0,41243.0,14.550912394343946
Holly Springs,27540,129089.53513513514,7,37520.0,1668.0,102268.0,4.445628997867804
Hope Mills,28348,108473.53846153847,10,35673.0,4681.0,53090.0,13.121968996159561
Hot Springs,28743,185640.12727272726,1,1987.0,580.0,38018.0,29.1897332662305
Hubert,28539,119603.28099173553,1,15623.0,2282.0,52782.0,14.606669653715675
Hudson,28638,53125.557971014496,6,11698.0,2024.0,41701.0,17.30210292357668
Huntersville,28078,156846.19727891157,12,60107.0,2987.0,95874.0,4.969471109854093
Hurdle Mills,27541,169469.96666666667,1,3718.0,548.0,64038.0,14.739107046799354
Indian Trail,28079,179665.99609375,7,36737.0,2317.0,78407.0,6.306992949887034
Iron Station,28080,113927.54545454546,2,7941.0,1505.0,53811.0,18.952273013474375
Jackson,27845,37942.63636363636,1,2876.0,598.0,33750.0,20.792767732962446
Jarvisburg,27947,124852.77272727272,1,1431.0,60.0,50417.0,4.1928721174004195
Kannapolis,28081,71581.3843537415,5,27557.0,5044.0,49743.0,18.303879232137025
Kannapolis,28083,58997.22222222222,5,25540.0,3610.0,48103.0,14.13469068128426
Kenly,27542,95631.87132352941,2,9953.0,1896.0,46332.0,19.049532804179645
Kernersville,27284,64707.49659863945,14,54413.0,6184.0,61071.0,11.364931174535498
Kill Devil Hills,27948,150197.42073170733,3,11118.0,1110.0,57445.0,9.983810037776578
King,27021,59637.69283276451,6,17539.0,2407.0,50123.0,13.72370146530589
Kings Mountain,28086,49430.76190476191,7,25037.0,4397.0,42571.0,17.562008227822822
Kinston,28501,14933.518918918919,6,18334.0,5857.0,30053.0,31.946111050507252
Kinston,28504,70544.0046728972,6,21852.0,3816.0,47856.0,17.462932454695224
Kittrell,27544,115079.77464788733,1,5027.0,890.0,56382.0,17.704396260194947
Kitty Hawk,27949,269499.57674418605,1,7532.0,331.0,78191.0,4.394583112055231
Knightdale,27545,171873.3103448276,5,27186.0,1815.0,63683.0,6.676230412712425
Knotts Island,27950,143301.92045454544,1,2073.0,252.0,58821.0,12.156295224312592
La Grange,28551,46645.99481865285,3,15104.0,2366.0,37293.0,15.664724576271185
Lake Lure,28746,83343.15873015873,1,2371.0,140.0,60400.0,5.904681568958246
Lake Lure,28756,109436.10975609756,3,4715.0,264.0,49452.0,5.59915164369035
Lake Toxaway,28747,163448.4699453552,1,2243.0,397.0,36653.0,17.699509585376727
Laurel Hill,28351,23728.51111111111,2,4698.0,873.0,36949.0,18.582375478927204
Laurinburg,28352,16766.144444444446,10,25760.0,6870.0,33657.0,26.669254658385093
Lawsonville,27022,64679.206666666665,2,1099.0,50.0,41078.0,4.549590536851683
Leicester,28748,110107.00374531835,1,12613.0,1974.0,46075.0,15.650519305478475
Leland,28451,87612.76811594203,5,33435.0,4738.0,55357.0,14.170779123672798
Lenoir,28645,71694.7375,13,46604.0,8246.0,38697.0,17.693760192258175
Lewisville,27023,101353.29710144928,1,13088.0,911.0,75208.0,6.96057457212714
Lexington,27292,92962.13779527559,16,39649.0,7520.0,41315.0,18.966430426996897
Lexington,27295,56526.40221402214,11,38511.0,5256.0,49195.0,13.648048609488198
Liberty,27298,74274.61038961039,3,10052.0,1586.0,45095.0,15.777954635893355
Lillington,27546,84648.66666666667,5,21313.0,3777.0,48737.0,17.72157837939286
Lincolnton,28092,68005.10328638498,15,39710.0,7532.0,47971.0,18.967514479979855
Littleton,27850,126390.82222222222,2,7244.0,987.0,42176.0,13.625069022639424
Locust,28097,118813.41638225256,2,6074.0,628.0,57782.0,10.339150477444846
Lowgap,27024,35904.67543859649,1,3148.0,557.0,41161.0,17.69377382465057
Lucama,27851,40404.00666666667,2,5356.0,892.0,48547.0,16.654219566840926
Lumberton,28358,26707.39393939394,13,38760.0,10467.0,37858.0,27.004643962848295
Lumberton,28360,32146.363636363636,3,14931.0,3443.0,37608.0,23.0594066037104
Madison,27025,65247.73665480427,4,11387.0,1287.0,47147.0,11.302362343022745
Maiden,28650,58559.02358490566,4,11106.0,1458.0,50092.0,13.12803889789303
Manteo,27954,188853.54696132598,3,7389.0,372.0,52626.0,5.034510759236703
Marion,28752,57886.75490196078,11,30591.0,4972.0,41632.0,16.25314635023373
Mars Hill,28754,131502.86666666667,2,10138.0,1781.0,45428.0,17.56756756756757
Marshall,28753,121808.51912568306,4,9937.0,1411.0,40883.0,14.199456576431519
Marshville,28103,125787.29811320755,4,11397.0,1096.0,55116.0,9.616565762920066
Matthews,28105,162866.74149659864,9,45786.0,3056.0,75329.0,6.674529332110252
Maxton,28364,26945.969696969696,4,15183.0,4610.0,33462.0,30.36290588157808
Mayodan,27027,47163.73825503356,1,4382.0,889.0,32183.0,20.287539936102235
Maysville,28555,101214.1746031746,2,4767.0,1124.0,47527.0,23.578770715334592
Mebane,27302,95075.30396475771,7,31331.0,4022.0,56230.0,12.837126168970029
Midland,28107,147641.7108433735,1,7380.0,616.0,70086.0,8.346883468834688
Millers Creek,28651,83666.76521739131,2,7419.0,1829.0,35919.0,24.65291818304354
Mills River,28759,153459.12290502794,2,7488.0,547.0,63547.0,7.305021367521368
Minnesott Beach,28510,113969.67543859649,1,1503.0,77.0,57381.0,5.123087159015303
Mint Hill,28227,69558.47959183673,8,55769.0,6836.0,57752.0,12.257705893955423
Mocksville,27028,80858.74054054054,9,26044.0,4497.0,48167.0,17.2669328828137
Moncure,27559,144675.9527559055,1,2225.0,153.0,68264.0,6.876404494382022
Monroe,28110,129328.45149253731,13,53520.0,7503.0,57969.0,14.019058295964125
Monroe,28112,105648.32958801498,10,26999.0,3806.0,52745.0,14.096818400681506
Mooresboro,28114,44542.55782312925,1,7139.0,1588.0,38944.0,22.24401176635383
Mooresville,28115,95200.44402985074,12,37023.0,3765.0,62252.0,10.169354185236203
Mooresville,28117,362145.202247191,7,39278.0,2376.0,85591.0,6.0491878405214115
Moravian Falls,28654,81893.5303030303,2,3100.0,261.0,45081.0,8.419354838709678
Morehead City,28557,124724.25429553265,6,15204.0,1663.0,54528.0,10.937911076032623
Mount Airy,27030,53672.440217391304,11,35843.0,6440.0,36859.0,17.967246045252907
Mount Airy,27053,65692.18433179724,2,2973.0,345.0,44967.0,11.60443995963673
Mount Holly,28120,76505.97345132743,5,21119.0,2111.0,56234.0,9.99573843458497
Mount Pleasant,28124,82258.21428571429,3,6192.0,514.0,59167.0,8.301033591731265
Moyock,27958,180063.73,2,10988.0,745.0,84575.0,6.780123771386967
Nags Head,27959,298022.0733333333,2,2908.0,238.0,58803.0,8.184319119669876
New Bern,28560,100748.52040816327,5,27590.0,5108.0,46133.0,18.51395433127945
New Bern,28562,99649.50373134328,8,38598.0,3744.0,57592.0,9.699984455153118
Newport,28570,126907.12585034013,5,21590.0,2585.0,51569.0,11.973135710977305
Newton,28658,57760.31292517007,9,27479.0,3471.0,46977.0,12.63146402707522
North Wilkesboro,28659,78461.70652173914,4,21229.0,5178.0,33832.0,24.391163031701918
Norwood,28128,69462.25170068027,4,7056.0,883.0,45689.0,12.514172335600907
Oak Ridge,27310,139166.5275229358,1,7290.0,153.0,117039.0,2.0987654320987654
Oakboro,28129,61650.27567567568,2,5287.0,433.0,50609.0,8.189899754113863
Old Fort,28762,86253.92156862745,1,6958.0,1546.0,37845.0,22.219028456453003
Olin,28660,88938.09090909091,2,1878.0,162.0,45165.0,8.626198083067091
Oxford,27565,65052.9149659864,10,25375.0,3947.0,47056.0,15.554679802955665
Parkton,28371,51789.90909090909,1,7249.0,1331.0,50523.0,18.361153262518968
Pembroke,28372,42459.77272727273,5,14022.0,3627.0,29399.0,25.866495507060332
Pikeville,27863,93184.67333333334,3,12855.0,1560.0,56724.0,12.135355892648775
Pilot Mountain,27041,82779.69021739131,4,7947.0,1439.0,41771.0,18.107461935321506
Pine Hall,27042,56487.57777777778,1,610.0,17.0,55156.0,2.7868852459016393
Pinehurst,28374,104462.05,1,17190.0,443.0,82312.0,2.5770796974985455
Pinetops,27864,143296.71065989847,3,4911.0,871.0,40455.0,17.735695377723477
Pinetown,27865,41068.88356164384,2,2168.0,290.0,63917.0,13.376383763837637
Pineville,28134,122646.3125,2,11049.0,1201.0,57047.0,10.869761969408996
Pinnacle,27043,86661.83921568627,2,7094.0,884.0,51510.0,12.461234846349027
Pittsboro,27312,153537.95698924732,4,20368.0,1706.0,72315.0,8.375883739198743
Pleasant Garden,27313,78490.07482993197,1,7134.0,645.0,61914.0,9.04121110176619
Pollocksville,28573,61365.634146341465,1,2053.0,491.0,44083.0,23.9162201656113
Poplar Branch,27965,135990.6769230769,1,693.0,147.0,41250.0,21.21212121212121
Raleigh,27601,247360.02777777778,6,10445.0,2737.0,36781.0,26.203925323121112
Raleigh,27603,201543.84353741497,6,53803.0,9560.0,64087.0,17.76852591862907
Raleigh,27604,114102.9693877551,6,47761.0,6634.0,58626.0,13.889993928100333
Raleigh,27605,136637.97619047618,4,5490.0,725.0,62479.0,13.20582877959927
Raleigh,27606,160327.731292517,11,46589.0,8967.0,51959.0,19.247032561334223
Raleigh,27607,310760.7368421053,4,29536.0,2870.0,77092.0,9.716955579631637
Raleigh,27608,235759.38095238095,3,11054.0,534.0,107875.0,4.8308304686086485
Raleigh,27609,154739.28095238094,6,32870.0,3395.0,58983.0,10.328567082446
Raleigh,27610,135347.73469387754,14,78475.0,15074.0,50092.0,19.208665179993627
Raleigh,27612,114800.21186440678,5,38748.0,3218.0,76765.0,8.304944771343036
Raleigh,27613,196474.77580071174,5,42933.0,1760.0,96185.0,4.0994107097104795
Raleigh,27614,157287.72,10,33287.0,1239.0,106469.0,3.7221738216120412
Raleigh,27615,107875.6323024055,8,43461.0,2412.0,82214.0,5.549803271898944
Raleigh,27616,131526.18707482994,7,53364.0,6027.0,68084.0,11.29413087474702
Raleigh,27617,121270.86842105263,1,18856.0,1178.0,83309.0,6.247348324140857
Ramseur,27316,69824.62,4,7157.0,1765.0,39570.0,24.661170881654325
Randleman,27317,68522.11578947368,4,16640.0,2666.0,43754.0,16.021634615384617
Red Oak,27809,88520.01851851853,4,5083.0,932.0,47940.0,18.335628565807593
Red Springs,28377,30370.21212121212,4,12933.0,4682.0,28176.0,36.20196396814351
Reidsville,27320,51612.988764044945,13,38634.0,6678.0,41771.0,17.285292747321012
Rennert,28386,30538.030303030304,1,5997.0,2230.0,31092.0,37.185259296314825
Richfield,28137,81133.8,1,3248.0,189.0,52167.0,5.818965517241379
Richlands,28574,82911.3193277311,4,18116.0,2502.0,49267.0,13.810995804813425
Roanoke Rapids,27870,21767.079545454544,7,25792.0,6125.0,36287.0,23.74767369727047
Robbins,27325,84319.96551724138,3,6767.0,1391.0,43333.0,20.55563765331757
Rockingham,28379,54083.27333333333,8,24403.0,5713.0,36806.0,23.41105601770274
Rocky Mount,27801,55789.60884353742,6,19737.0,5538.0,32346.0,28.058975528195774
Rocky Mount,27803,21498.190217391304,3,18791.0,2851.0,47843.0,15.172156883614496
Rocky Mount,27804,41015.413978494624,9,29938.0,3631.0,51385.0,12.128398690627296
Rocky Point,28457,128722.57837837838,4,10303.0,2112.0,48843.0,20.49888382024653
Rowland,28383,39866.333333333336,4,8854.0,2536.0,33952.0,28.64242150440479
Roxboro,27573,40893.166666666664,5,11158.0,3113.0,32726.0,27.89926510127263
Roxboro,27574,142463.16666666666,4,14489.0,2129.0,50483.0,14.69390572158189
Ruffin,27326,65951.55172413793,1,2872.0,499.0,49053.0,17.37465181058496
Rural Hall,27045,83592.17045454546,1,9374.0,975.0,53932.0,10.401109451674845
Rutherfordton,28139,84760.38095238095,4,20900.0,2510.0,45053.0,12.009569377990431
Saint Pauls,28384,27548.21212121212,3,11199.0,2468.0,32744.0,22.037681935887132
Salisbury,28146,76041.27058823529,7,27496.0,4264.0,51806.0,15.50771021239453
Sandy Ridge,27046,96705.0752688172,1,1922.0,242.0,38589.0,12.59105098855359
Sanford,27330,48076.462025316454,13,39279.0,6191.0,48744.0,15.761602892130655
Sanford,27332,84123.54266211604,4,31629.0,4352.0,57649.0,13.759524487021405
Scotland Neck,27874,16072.863636363636,2,3766.0,915.0,36023.0,24.2963356346256
Selma,27576,58055.57564575646,2,18104.0,4918.0,38676.0,27.165267344233317
Semora,27343,350368.76666666666,1,1579.0,290.0,64244.0,18.36605446485117
Seven Lakes,27376,139247.59473684212,3,8998.0,811.0,63278.0,9.013114025338965
Seven Springs,28578,63016.846153846156,1,6858.0,1926.0,44288.0,28.083989501312335
Shallotte,28470,91554.96216216216,2,12089.0,2359.0,39636.0,19.513607411696583
Shelby,28150,36762.397959183676,8,27581.0,6350.0,38328.0,23.023095609296256
Sherrills Ford,28673,275774.8327645051,1,6307.0,275.0,78479.0,4.360234659901697
Siler City,27344,92045.16788321167,7,18798.0,3720.0,42680.0,19.78933929141398
Sims,27880,112589.86,1,3242.0,589.0,65768.0,18.167797655768045
