city,zipcode,avg_house_price,number_of_schools,population,poverty_count,median_household_income,poverty_rate
Pilot Mountain,27041,87715.656,4,7947.0,1439.0,41771.0,18.107461935321506
Pine Hall,27042,66193.3275261324,1,610.0,17.0,55156.0,2.7868852459016393
Pinehurst,28374,166879.08673469388,1,17190.0,443.0,82312.0,2.5770796974985455
Pinetops,27864,22892.29961089494,3,4911.0,871.0,40455.0,17.735695377723477
Pinetown,27865,67428.203125,2,2168.0,290.0,63917.0,13.376383763837637
Pineville,28134,123519.48639455783,2,11049.0,1201.0,57047.0,10.869761969408996
Pinnacle,27043,102976.67346938775,2,7094.0,884.0,51510.0,12.461234846349027
Pittsboro,27312,190586.47311827957,4,20368.0,1706.0,72315.0,8.375883739198743
Pleasant Garden,27313,89286.69727891157,1,7134.0,645.0,61914.0,9.04121110176619
Pollocksville,28573,74185.27528089887,1,2053.0,491.0,44083.0,23.9162201656113
Poplar Branch,27965,94558.80272108843,1,693.0,147.0,41250.0,21.21212121212121
Princeton,27569,59473.82065217391,2,7942.0,1380.0,43958.0,17.375975824729288
Raeford,28376,59157.37704918033,11,44328.0,7967.0,49480.0,17.972838837754917
Raleigh,27601,204722.86394557822,6,10445.0,2737.0,36781.0,26.203925323121112
Raleigh,27603,154299.04761904763,6,53803.0,9560.0,64087.0,17.76852591862907
Raleigh,27604,124581.2925170068,6,47761.0,6634.0,58626.0,13.889993928100333
Raleigh,27605,187765.69047619047,4,5490.0,725.0,62479.0,13.20582877959927
Raleigh,27606,137487.8605442177,11,46589.0,8967.0,51959.0,19.247032561334223
Raleigh,27607,230077.0680272109,4,29536.0,2870.0,77092.0,9.716955579631637
Raleigh,27608,236271.31972789115,3,11054.0,534.0,107875.0,4.8308304686086485
Raleigh,27609,129716.22108843537,6,32870.0,3395.0,58983.0,10.328567082446
Raleigh,27610,118201.48979591837,14,78475.0,15074.0,50092.0,19.208665179993627
Raleigh,27612,153174.47278911565,5,38748.0,3218.0,76765.0,8.304944771343036
Raleigh,27613,149756.67346938775,5,42933.0,1760.0,96185.0,4.0994107097104795
Raleigh,27614,161071.53401360544,10,33287.0,1239.0,106469.0,3.7221738216120412
Raleigh,27615,122672.1530612245,8,43461.0,2412.0,82214.0,5.549803271898944
Raleigh,27616,125023.78571428571,7,53364.0,6027.0,68084.0,11.29413087474702
Raleigh,27617,166058.11240310076,1,18856.0,1178.0,83309.0,6.247348324140857
Ramseur,27316,74667.88070175439,4,7157.0,1765.0,39570.0,24.661170881654325
Randleman,27317,79174.13945578231,4,16640.0,2666.0,43754.0,16.021634615384617
Red Oak,27809,36506.283276450515,4,5083.0,932.0,47940.0,18.335628565807593
Red Springs,28377,27632.976744186046,4,12933.0,4682.0,28176.0,36.20196396814351
Reidsville,27320,51373.508532423206,13,38634.0,6678.0,41771.0,17.285292747321012
Rennert,28386,30195.279411764706,1,5997.0,2230.0,31092.0,37.185259296314825
Richfield,28137,88553.76691729324,1,3248.0,189.0,52167.0,5.818965517241379
Richlands,28574,92864.93478260869,4,18116.0,2502.0,49267.0,13.810995804813425
Roanoke Rapids,27870,39767.17346938775,7,25792.0,6125.0,36287.0,23.74767369727047
Roaring River,28669,74817.47902097902,1,2663.0,264.0,41250.0,9.913631242959069
Rockingham,28379,36689.08641975309,8,24403.0,5713.0,36806.0,23.41105601770274
Rockwell,28138,98900.11904761905,2,9912.0,1051.0,50331.0,10.603309120258272
Rocky Mount,27801,25140.224489795917,6,19737.0,5538.0,32346.0,28.058975528195774
Rocky Mount,27803,33683.40217391304,3,18791.0,2851.0,47843.0,15.172156883614496
Rocky Mount,27804,66654.87692307692,9,29938.0,3631.0,51385.0,12.128398690627296
Rocky Point,28457,103828.13664596273,4,10303.0,2112.0,48843.0,20.49888382024653
Rodanthe,27982,227815.6208791209,1,54.0,10.0,-666666666.0,18.51851851851852
Rolesville,27571,128251.35074626865,4,6664.0,210.0,112425.0,3.1512605042016806
Ronda,28670,81626.43010752689,3,3590.0,269.0,50774.0,7.493036211699164
Rowland,28383,30643.757575757576,4,8854.0,2536.0,33952.0,28.64242150440479
Roxboro,27573,59090.69387755102,5,11158.0,3113.0,32726.0,27.89926510127263
Roxboro,27574,93957.26190476191,4,14489.0,2129.0,50483.0,14.69390572158189
Ruffin,27326,68078.03928571429,1,2872.0,499.0,49053.0,17.37465181058496
Rural Hall,27045,82942.87074829932,1,9374.0,975.0,53932.0,10.401109451674845
Rutherfordton,28139,77539.24149659864,4,20900.0,2510.0,45053.0,12.009569377990431
Saint Pauls,28384,25651.050925925927,3,11199.0,2468.0,32744.0,22.037681935887132
Salisbury,28144,69247.37647058823,4,25158.0,4766.0,43136.0,18.94427219969791
Salisbury,28146,103851.38823529411,7,27496.0,4264.0,51806.0,15.50771021239453
Salisbury,28147,99805.4705882353,4,24878.0,4395.0,49048.0,17.666211110217862
Sandy Ridge,27046,71646.26506024097,1,1922.0,242.0,38589.0,12.59105098855359
Sanford,27330,58839.01700680272,13,39279.0,6191.0,48744.0,15.761602892130655
Sanford,27332,87158.05442176871,4,31629.0,4352.0,57649.0,13.759524487021405
Saxapahaw,27340,372321.86363636365,1,41.0,0.0,-666666666.0,0.0
Scotland Neck,27874,17910.233606557376,2,3766.0,915.0,36023.0,24.2963356346256
Seagrove,27341,83892.52631578948,2,5263.0,471.0,44789.0,8.949268478054341
Selma,27576,63504.44117647059,2,18104.0,4918.0,38676.0,27.165267344233317
Semora,27343,246718.00436681224,1,1579.0,290.0,64244.0,18.36605446485117
Seven Lakes,27376,123024.64285714286,3,8998.0,811.0,63278.0,9.013114025338965
Seven Springs,28578,65170.861940298506,1,6858.0,1926.0,44288.0,28.083989501312335
Shallotte,28470,113327.01098901099,2,12089.0,2359.0,39636.0,19.513607411696583
Shawboro,27973,116185.04761904762,1,1143.0,146.0,41736.0,12.773403324584425
Shelby,28150,63956.71768707483,8,27581.0,6350.0,38328.0,23.023095609296256
Shelby,28152,60216.78911564626,10,25348.0,5132.0,41492.0,20.24617326810794
Sherrills Ford,28673,252884.41836734695,1,6307.0,275.0,78479.0,4.360234659901697
Siler City,27344,90770.37410071942,7,18798.0,3720.0,42680.0,19.78933929141398
Sims,27880,70025.25824175825,1,3242.0,589.0,65768.0,18.167797655768045
Smithfield,27577,77121.54981549816,8,25330.0,4465.0,46508.0,17.627319384129493
Smyrna,28579,133655.83414634145,1,554.0,129.0,46964.0,23.28519855595668
Snow Camp,27349,122450.36781609195,1,5500.0,436.0,52547.0,7.927272727272728
Sophia,27350,110925.02380952382,1,6021.0,569.0,44147.0,9.450257432320212
Southern Pines,28387,160911.8724489796,3,15526.0,2017.0,60617.0,12.991111683627462
Spencer,28159,65490.50588235294,3,2908.0,698.0,38125.0,24.002751031636862
Spindale,28160,33961.833333333336,2,3586.0,433.0,36199.0,12.07473508087005
Spring Hope,27882,69460.90760869565,2,7637.0,1827.0,42587.0,23.92300641613199
Spring Lake,28390,79252.71428571429,8,23790.0,4763.0,46600.0,20.02101723413199
Stallings,28104,139547.41156462586,5,31085.0,1349.0,104745.0,4.339713688274087
Stanfield,28163,106147.71428571429,1,5469.0,416.0,64559.0,7.606509416712378
Stanley,28164,82235.53731343284,3,15099.0,1140.0,56762.0,7.550168885356647
Stantonsburg,27883,55498.2054054054,2,2970.0,592.0,44561.0,19.93265993265993
State Road,28676,79095.58759124088,2,4028.0,492.0,52543.0,12.21449851042701
Statesville,28625,94158.51685393258,6,39518.0,4945.0,50216.0,12.513285085277595
Statesville,28677,74283.9219330855,15,34545.0,6196.0,45191.0,17.936025474019395
Stedman,28391,75087.83333333333,2,5984.0,1268.0,52762.0,21.18983957219251
Stem,27581,121771.93197278911,1,4832.0,112.0,63667.0,2.3178807947019866
Stokes,27884,96898.36216216216,1,1301.0,0.0,60147.0,0.0
Stokesdale,27357,92115.47278911565,1,8652.0,1195.0,61101.0,13.811835413777162
Stoneville,27048,60142.71228070175,1,8059.0,1432.0,53154.0,17.768953964511727
Stony Point,28678,110513.54406130269,1,6577.0,650.0,48083.0,9.882925345902386
Sugar Grove,28679,165814.48979591837,2,1740.0,202.0,46250.0,11.609195402298852
Summerfield,27358,93788.90136054422,2,15184.0,765.0,90909.0,5.038198103266597
Sunbury,27979,61126.35,1,1547.0,53.0,59688.0,3.4259857789269557
Surf City,28445,243144.98378378377,3,7278.0,910.0,59766.0,12.503435009618027
Swannanoa,28778,146277.23703703703,4,9939.0,1562.0,46265.0,15.71586678740316
Swansboro,28584,144589.73046875,5,12265.0,1620.0,59102.0,13.208316347329802
Sylva,28779,142813.84699453553,5,18141.0,2513.0,53582.0,13.852599084945702
Tarboro,27886,35956.244897959186,10,20450.0,4240.0,35959.0,20.733496332518335
Taylorsville,28681,92803.80540540541,7,25636.0,3254.0,45788.0,12.693087845217663
Thomasville,27360,56031.92857142857,12,45603.0,7386.0,43661.0,16.19630287481087
Timberlake,27583,109680.77891156463,1,7020.0,505.0,58274.0,7.193732193732194
Tobaccoville,27050,100079.64285714286,1,3995.0,343.0,54167.0,8.585732165206508
Traphill,28685,127046.25357142858,1,1979.0,548.0,37813.0,27.690752905507832
Trenton,28585,51603.041176470586,3,3674.0,1190.0,31600.0,32.38976592270005
Trinity,27370,68653.67719298246,7,15678.0,1714.0,51748.0,10.932516902666157
Troutman,28166,106638.67557251909,3,9394.0,1050.0,61406.0,11.177347242921014
Union Grove,28689,119114.50367647059,1,2071.0,346.0,61000.0,16.706904876871075
Vale,28168,96220.71428571429,3,10056.0,1173.0,47888.0,11.664677804295941
Vanceboro,28586,76986.84375,2,7259.0,1615.0,35500.0,22.24824355971897
Vass,28394,101413.15816326531,2,5303.0,1113.0,47018.0,20.988119932113896
Vilas,28692,179899.05782312926,1,3941.0,409.0,56361.0,10.378076630296878
Wade,28395,55204.40625,1,2466.0,216.0,54656.0,8.75912408759124
Wagram,28396,37953.09565217391,1,2620.0,711.0,44901.0,27.137404580152673
Wake Forest,27587,138467.0068027211,11,66583.0,3624.0,92878.0,5.442830752594506
Walkertown,27051,91953.62244897959,4,7678.0,824.0,47940.0,10.731961448293827
Walnut Cove,27052,76419.54081632652,5,9906.0,1724.0,39460.0,17.403593781546537
Washington,27889,60894.04421768708,7,26576.0,5692.0,40740.0,21.41782059000602
Waxhaw,28173,144593.84415584416,12,56910.0,2124.0,116043.0,3.732208750658935
Waynesville,28785,172437.11290322582,1,7811.0,890.0,58551.0,11.394187684035336
Waynesville,28786,144667.85483870967,6,20821.0,2754.0,48486.0,13.227030401997983
Weaverville,28787,171754.22222222222,6,21314.0,2495.0,53258.0,11.705920990898
Weldon,27890,12608.087452471484,3,2778.0,1230.0,28264.0,44.27645788336933
Wendell,27591,109351.24567474048,10,21098.0,2106.0,62651.0,9.981988814105602
Whispering Pines,28327,104440.60204081633,4,16192.0,2051.0,53080.0,12.666749011857709
Whitakers,27891,36513.32905982906,1,5356.0,1229.0,42656.0,22.9462285287528
Whittier,28789,149152.25268817204,1,5281.0,750.0,40708.0,14.201855709145994
Wilkesboro,28697,89618.02721088435,4,13638.0,2148.0,46769.0,15.750109986801583
Willow Spring,27592,124231.85273972603,2,15588.0,1451.0,67820.0,9.308442391583268
Wilmington,28401,112053.33070866142,9,24279.0,7487.0,33309.0,30.83734914947074
Wilmington,28403,129758.94881889764,8,40919.0,10576.0,37235.0,25.846183924338327
Wilmington,28405,129674.29921259843,9,32330.0,5569.0,54544.0,17.225487163625118
Wilmington,28409,145088.00787401575,4,34180.0,2938.0,78761.0,8.595669982445875
Wilmington,28411,157376.11904761905,2,37995.0,3639.0,72045.0,9.57757599684169
Wilmington,28412,120495.36507936507,9,38213.0,6231.0,52306.0,16.305969172794597
Wilson,27813,62965.386666666665,1,825.0,220.0,35625.0,26.666666666666668
Wilson,27893,41205.875,18,39372.0,11414.0,34210.0,28.99014528091029
Wilson,27896,89806.05978260869,2,20681.0,1860.0,63792.0,8.993762390600066
Wingate,28174,100729.65298507463,2,9284.0,1729.0,48936.0,18.623438173201208
Winnabow,28479,135358.0576923077,1,6274.0,634.0,59175.0,10.105196047178833
Winston-Salem,27040,111706.0612244898,2,11803.0,1176.0,73442.0,9.963568584258239
Winston-Salem,27101,69164.1836734694,10,19681.0,5935.0,31805.0,30.155988008739392
Winston-Salem,27103,102225.17346938775,4,34993.0,5856.0,49623.0,16.73477552653388
Winston-Salem,27104,93489.26870748299,6,27892.0,2509.0,64579.0,8.995410870500502
Winston-Salem,27105,35967.35227272727,13,40530.0,11089.0,33937.0,27.359980261534666
Winston-Salem,27106,81011.93197278911,13,48351.0,8233.0,49947.0,17.02756923331472
Winston-Salem,27107,62915.489795918365,7,47610.0,12051.0,42787.0,25.311909262759926
Winston-Salem,27127,74922.13265306123,9,39902.0,7308.0,48262.0,18.31487143501579
Winterville,28590,67002.08108108108,5,24613.0,2747.0,65594.0,11.160768699467761
Woodleaf,27054,82650.5294117647,1,2388.0,161.0,70101.0,6.742043551088778
Wrightsville Beach,28480,603578.3736263736,1,2536.0,216.0,83417.0,8.517350157728707
Yadkinville,27055,86084.99456521739,4,14131.0,1855.0,44574.0,13.127167221003466
Youngsville,27596,139581.9027027027,3,18359.0,1624.0,70535.0,8.845797701399858
Zebulon,27597,103068.20069204153,5,23538.0,2995.0,58514.0,12.724105701418983
Zionville,28698,157389.32,1,2247.0,511.0,42609.0,22.741433021806852
